0.901,0.283,1.156,0.57,NaN,0.301,0.288,0.603,0.261,NaN,0.118,0.328,0.035,0.069,0.478,0.47,0.472,0.473,0.058,NaN,0.676,0.013,0.321,NaN,NaN,NaN,0.01,0.409,0.049,0.14,0.32,1.101,NaN,0.516,NaN,NaN,,,,,,,,,,,,,,,
0.486,0.239,0.701,0.385,NaN,0.068,0.862,0.343,0.347,0.802,0.675,0.503,0.002,0.657,0.707,0.672,0.252,0.477,0.566,0.185,0.528,NaN,NaN,0.255,0.165,0.181,0.459,0.469,0.25,0.856,0.508,0.429,NaN,0.265,NaN,NaN,,,,,,,,,,,,,,,
0.403,NaN,1.073,0.304,NaN,NaN,0.131,0.379,0.555,0.138,0.117,0.396,0.339,0.505,0.475,0.675,0.689,NaN,0.366,0.098,0.311,0.148,0.339,0.37,0.078,0.238,NaN,0.275,0.199,0.405,0.008,0.317,0,0.009,NaN,0.355,,,,,,,,,,,,,,,
0.337,0.331,0.18,0.791,0.013,0.2,0.376,0.801,NaN,0.418,0.139,0.598,0.32,0.531,0.717,0.501,0.96,0.896,0.569,0.074,0.319,0.004,0.474,0.166,0.443,0.433,0.032,0.08,0.052,0.737,0.096,0.899,0,NaN,0.939,0.672,,,,,,,,,,,,,,,
0.43,0.012,0.509,0.641,0.031,0.988,0.379,NaN,0.937,0.36,0.94,1.254,0.505,NaN,1,0.982,NaN,1.125,0.421,NaN,0.548,0.008,0.825,NaN,0.976,0.135,0.191,0.515,0.123,0.704,0.131,0.997,NaN,NaN,NaN,0.15,,,,,,,,,,,,,,,
0.255,0.015,0.121,NaN,NaN,0.253,0.169,NaN,0.239,NaN,1.169,1.036,0.695,0.174,0.741,1.23,1.042,NaN,0.594,0.923,0.853,0.754,0.862,NaN,NaN,0.477,0.329,1.173,0.002,NaN,0.225,0.015,NaN,NaN,0.552,NaN,,,,,,,,,,,,,,,
0.082,0.118,0.234,0.732,NaN,0.396,0.787,0.512,0.526,0.371,0.19,0.72,0.1,0.082,0.583,1.103,0.852,0.757,NaN,0.527,NaN,0.988,0.464,0.845,0.031,NaN,0.093,0.128,0.328,0.828,0.553,0.757,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,
NaN,0.257,0.307,0.891,NaN,0.463,0.266,0.691,0.435,0.974,0.72,0.155,0.544,NaN,1.091,1.092,0.523,NaN,1.325,0.394,1.156,0.367,0.578,NaN,0.512,0.194,0.495,0.31,0.52,0.357,0.106,0.895,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,
0.333,NaN,NaN,0.773,0.005,0.179,NaN,0.333,0.326,0.601,0.938,0.378,0.126,0.703,NaN,0.793,NaN,NaN,NaN,NaN,1.225,NaN,0.482,0.385,0.51,0.684,0.022,0.755,0.221,1.007,0.551,0.798,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,
0.48,0.391,NaN,0.043,0.005,0.298,NaN,NaN,0.252,0.879,1.006,0.988,0.963,0.658,0.892,0.49,NaN,NaN,NaN,NaN,0.875,0.785,0.485,0.265,0.53,0.362,0.992,1.098,0.929,0.985,0.745,1.151,0.142,0.771,NaN,0.97,,,,,,,,,,,,,,,
0.13,NaN,NaN,0.794,0.02,0.214,0.393,0.262,0.823,0.006,0.796,0.994,0.77,1.034,NaN,1.323,NaN,NaN,NaN,NaN,1.11,0.054,0.886,0.43,0.322,0.549,0.567,0.106,0.22,0.117,0.474,0.465,0,0.998,0.797,NaN,,,,,,,,,,,,,,,
NaN,0.177,0.827,0.932,0.046,0.274,0.801,0.463,0.445,0.386,1.039,0.483,0.897,0.68,0.739,0.905,NaN,NaN,NaN,NaN,1.261,NaN,0.145,0.51,0.007,0.603,0.424,0.337,0.438,0.923,0.76,0.724,0.469,1.171,1.018,NaN,,,,,,,,,,,,,,,
NaN,NaN,NaN,0.619,NaN,NaN,0.118,0.272,0.119,0.713,0.24,NaN,NaN,0.476,0.187,NaN,0.134,NaN,NaN,NaN,0.219,NaN,0.274,NaN,0.663,0.416,0.073,0.348,0.124,0.509,0.161,0.806,0.109,0.97,0.415,0.077,,,,,,,,,,,,,,,
0.319,0.735,0.961,NaN,0.008,0.401,0.472,0.919,0.591,0.219,0.481,0.146,NaN,0.435,0.065,0.286,0.03,NaN,NaN,NaN,1.125,0.025,0.431,0.828,0.334,0.994,0.527,0.333,0.834,0.271,0.838,0.852,0.003,0.027,0.068,0.226,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.146,0.544,0.828,1.122,0.003,0.455,0.497,0.444,0.73,0.55,0.429,0.416,0.777,0.535,1.085,0.661,0.094,0.893,0.454,0.697,0.307,0.982,0.657,0.524,0.729,0.194,0.13,0.148,0.507,0.51,0.344,0.323,NaN,NaN,NaN,NaN,0.804,0.7,0.957,0.752,0.839,0.802,1,0.965,1.036,0.745,0.715,0.734,0.845,1,0.965
0.667,0.59,0.602,0.438,NaN,0.053,0.41,0.183,0.35,0.287,0.81,0.116,1.057,0.734,0.842,0.982,0.826,0.653,0.858,0.562,1.034,0.837,0.342,0.013,NaN,NaN,0.005,NaN,0.019,NaN,NaN,0.519,0.021,NaN,0.004,0.119,0.619,1.009,1.047,1.141,0.955,0.763,0.683,0.946,0.675,0.948,0.947,0.615,0.791,1.021,1.075
NaN,0.669,1.019,NaN,NaN,NaN,0.965,0.741,0.65,0.555,0.789,0.791,0.716,1.039,1.095,0.906,0.893,0.903,0.49,0.814,0.518,0.724,0.773,0.547,0.049,0.123,0.791,0.072,NaN,0.655,0.362,0.116,0.019,NaN,NaN,NaN,1.087,0.885,0.66,0.612,0.58,1.001,0.791,0.699,0.771,1.088,0.949,1.047,0.856,0.634,1.082
1.068,0.157,0.587,1.017,0.617,0.339,0.749,0.159,NaN,NaN,0.261,0.434,0.505,0.94,0.939,1.048,0.724,0.355,0.671,0.84,0.987,0.998,0.688,1.075,0.162,0.185,0.206,0.281,0.049,NaN,NaN,0.175,0.001,0.019,0.689,NaN,0.661,0.741,0.619,1.053,1.046,0.92,0.893,0.99,1.114,0.631,1.084,1.098,0.791,0.66,0.943
NaN,NaN,1.19,0.813,0.014,NaN,NaN,0.916,0.599,0.21,0.62,NaN,0.021,0.646,0.949,0.664,NaN,0.254,NaN,0.366,0.978,0.986,NaN,0.345,NaN,0.167,NaN,NaN,NaN,0.266,NaN,NaN,NaN,NaN,NaN,0.6,1.088,1.06,0.771,0.924,1.117,0.595,0.965,0.911,0.885,0.735,0.726,0.702,0.778,0.512,0.924
