0.687,0.441,0.226,0.505,0.251,0.023,0.047,NaN,NaN,0.611,0.872,0.552,0.988,0.081,0.386,0.855,0.946,0.609,0.835,0.071,0.977,1.11,NaN,0.008,0.081,0.95,0.002,0.448,0.005,NaN,NaN,NaN,NaN,NaN,0.988,NaN,0.902,0.739,0.662,0.685,0.673,1.085,0.868,0.785,1.074,1.053,0.736,0.948,1.002,0.6,1.11
1.017,0.421,0.049,0.893,0.516,0.194,1.169,0.828,1.16,0.956,1.038,1.04,0.535,0.644,1.107,0.951,1.073,0.87,0.69,0.608,0.463,1.221,0.654,1.116,NaN,NaN,0.274,0.61,0.001,0.936,0.006,0.831,NaN,0.731,NaN,0.001,1.117,0.693,0.993,1.007,1.021,0.507,0.903,0.988,0.506,0.55,1.095,1.074,0.835,0.679,1.041
0.975,0.228,NaN,0.781,0.758,0.424,NaN,0.85,0.529,0.621,0.246,0.715,0.533,NaN,0.416,NaN,0.943,1.056,1.073,0.867,0.888,1.046,NaN,0.622,0.576,0.698,0.003,0.913,0.521,0.488,0.673,NaN,NaN,NaN,NaN,NaN,1.03,0.823,0.969,1.074,0.99,0.765,0.634,0.935,0.58,0.759,0.982,0.977,0.913,0.595,0.938
1.041,0.478,NaN,0.975,NaN,0.375,0.825,0.293,0.625,0.483,0.347,0.402,0.379,0.672,0.875,0.7,0.755,0.76,0.629,0.182,0.983,0.391,0.436,0.444,0.77,0.634,0.623,0.486,0.774,0.454,0.211,0.155,NaN,NaN,0.472,0.567,0.783,1.012,0.897,0.684,0.827,0.572,1.045,0.622,0.959,0.99,1.14,0.42,0.937,0.831,0.44
0.877,0.492,NaN,0.977,0.978,0.807,0.995,1.313,0.813,0.605,0.444,0.064,0.697,0.348,0.82,NaN,0.438,0.457,0.538,0.824,0.552,1.106,0.165,NaN,0.017,0.218,0.29,0.119,NaN,0.255,0.39,0.106,0.034,NaN,NaN,0.517,0.898,1.042,0.669,1.114,0.506,0.597,1.009,1.099,0.92,0.68,0.854,0.723,0.739,0.574,0.92
NaN,0.529,0.659,1.071,0.402,0.758,0.786,1.014,0.893,0.887,0.905,1.078,1.044,1.107,1.104,1.134,0.838,0.701,NaN,1.155,0.9,0.21,0.602,NaN,0.684,0.935,0.448,0.541,0.24,0.449,0.638,0.758,0.002,NaN,NaN,0.667,1.036,0.661,0.635,0.615,0.789,0.969,1.043,0.84,0.983,1.101,0.846,0.687,0.971,0.797,0.948
0.065,0.01,0.135,0.012,NaN,NaN,0.037,0.167,0.128,0.027,0.016,0.075,0.124,0.004,0.026,0.014,NaN,NaN,0.076,NaN,1.236,0.013,0.022,NaN,NaN,0.171,NaN,0.023,0.006,0.019,0.002,0.008,0.023,0.02,0.019,NaN,0.709,0.64,0.788,0.922,0.921,0.731,0.802,0.674,0.995,0.916,0.752,0.797,0.831,0.959,0.659
1.076,0.372,0.691,1.091,0.005,NaN,0.952,0.786,0.065,0.919,0.858,0.977,1.018,NaN,0.946,1.104,0.734,NaN,0.026,0.523,1.004,NaN,0.588,0.005,0.454,0.39,0.095,0.865,0.001,NaN,0.081,0.501,0.4,NaN,0.107,1.031,0.953,0.993,0.597,0.83,0.733,0.821,1.054,0.584,0.739,1.108,0.959,0.678,0.761,0.676,0.915
1.183,0.791,0.646,0.99,NaN,0.323,1.064,1.108,0.917,0.665,0.401,0.604,0.899,0.327,1.003,0.788,1.022,0.749,0.78,1.17,1.208,NaN,0.338,0.106,0.327,0.494,0.093,0.298,0.001,0.115,0.001,NaN,0.34,NaN,0.435,0.166,0.456,0.865,0.911,0.921,0.781,0.905,0.625,0.791,1.031,0.647,0.998,0.809,0.783,0.828,0.748
1.248,0.477,0.859,0.551,NaN,0.431,0.723,0.801,0.568,0.236,0.924,0.754,0.957,0.961,0.817,0.559,NaN,0.821,0.636,NaN,0.314,0.031,0.9,0.743,0.005,0.117,0.119,0.354,0.043,0.419,0.712,1.245,NaN,NaN,NaN,0.067,0.729,0.702,1.008,0.878,0.812,1.087,0.953,0.881,0.993,1.014,1.113,0.7,0.996,0.755,1.042
NaN,0.584,0.904,NaN,0.008,0.046,0.75,0.194,0.922,0.392,0.575,0.84,0.951,0.282,0.227,0.858,0.077,0.983,NaN,0.527,NaN,NaN,0.069,0.169,NaN,0.681,0.007,0.348,NaN,0.21,0.153,NaN,0.136,0.098,NaN,0.002,,,,,,,,,,,,,,,
1.178,0.579,0.948,1.122,NaN,0.574,0.887,1.024,1.143,1.049,0.537,0.775,0.667,0.314,0.821,1.087,1.024,NaN,0.986,0.527,0.347,0.533,0.213,NaN,0.12,0.118,0.541,0.653,0.073,0.276,0.382,0.307,NaN,0.558,NaN,0.294,,,,,,,,,,,,,,,
1.097,0.804,0.471,1.261,NaN,0.268,0.818,0.801,0.159,1.022,0.605,0.877,0.634,0.115,1.031,0.98,0.494,0.427,0.152,0.662,0.826,NaN,0.09,0.041,0.226,0.094,0.058,0.041,0.002,NaN,NaN,0.72,NaN,0.135,0.12,0.701,,,,,,,,,,,,,,,
0.957,0.275,0.506,0.629,0.514,0.732,0.458,0.681,0.499,0.534,0.664,0.663,0.688,0.646,0.676,0.032,NaN,0.789,0.668,NaN,0.764,NaN,0.355,NaN,0.109,0.258,0.049,0.273,0.095,0.139,0.008,0.773,NaN,NaN,0.722,NaN,,,,,,,,,,,,,,,
0.508,0.625,0.833,0.998,NaN,0.447,1.153,1.171,0.512,NaN,0.236,1.102,NaN,0.128,0.255,0.714,1.052,NaN,NaN,1.149,NaN,NaN,0.33,0.157,0.075,1.016,0.051,0.451,0.388,0.432,0.044,1.112,NaN,0.564,1.361,NaN,,,,,,,,,,,,,,,
0.951,0.675,NaN,0.715,NaN,0.595,NaN,1.028,0.727,0.958,0.974,0.055,NaN,0.153,0.206,0.445,0.886,NaN,NaN,0.6,0.415,1.041,0.115,NaN,NaN,0.105,0.114,0.03,0.02,0.412,0.613,NaN,NaN,NaN,NaN,0.391,,,,,,,,,,,,,,,
1.129,0.359,0.461,0.816,NaN,0.336,NaN,0.816,NaN,0.818,0.913,0.548,0.746,NaN,1.004,0.887,0.092,NaN,0.502,0.01,0.457,0.839,0.634,0.002,0.012,0.565,0.002,0.674,0.002,0.385,NaN,0.037,0.006,NaN,NaN,NaN,,,,,,,,,,,,,,,
0.961,0.417,0.767,0.572,NaN,0.783,0.404,0.681,0.539,NaN,0.242,0.367,0.012,0.142,0.63,0.72,0.651,0.235,0.134,NaN,0.982,0.649,0.716,NaN,NaN,NaN,0.02,0.252,0.036,0.153,0.159,0.302,NaN,0.141,NaN,NaN,,,,,,,,,,,,,,,
0.822,0.271,0.544,0.993,NaN,0.356,1.074,0.958,0.798,1.03,0.786,0.902,0.065,0.661,0.647,0.838,0.915,0.463,0.71,0.406,0.835,NaN,NaN,0.41,0.39,0.402,0.531,0.662,0.176,0.293,0.236,0.552,NaN,0.126,NaN,NaN,,,,,,,,,,,,,,,
0.463,NaN,0.546,0.267,NaN,NaN,0.111,0.32,0.337,0.438,0.041,0.176,0.489,0.267,0.44,0.599,0.386,NaN,0.248,0.385,0.229,0.386,0.447,0.391,0.453,0.261,NaN,0.534,0.303,0.543,0.029,0.826,0.002,0.26,NaN,0.45,,,,,,,,,,,,,,,
0.4,0.474,0.231,1.007,0.002,0.689,0.39,0.718,NaN,0.329,0.027,0.406,0.397,0.639,0.235,0.97,0.848,0.629,0.511,0.197,0.587,0.006,0.464,0.045,0.838,0.67,0.067,0.222,0.468,0.699,0.188,0.352,0.01,NaN,1.165,0.975,,,,,,,,,,,,,,,
0.679,0.003,0.809,0.372,0.004,0.905,0.359,NaN,0.903,0.356,0.442,0.827,0.883,NaN,0.698,0.662,NaN,0.795,0.445,NaN,0.181,0.002,1.092,NaN,0.712,0.069,0.092,0.064,0.227,0.55,0.046,0.226,NaN,NaN,NaN,0.183,,,,,,,,,,,,,,,
0.52,0.038,0.466,NaN,NaN,0.114,0.079,NaN,0.39,NaN,0.83,0.617,0.62,0.151,0.89,0.621,0.843,NaN,0.59,0.435,0.778,0.683,0.415,NaN,NaN,0.047,0.102,0.144,0.002,NaN,0.672,0.008,NaN,NaN,0.424,NaN,,,,,,,,,,,,,,,
0.389,0.334,0.568,0.529,NaN,0.113,0.25,0.27,0.099,0.301,0.565,1.046,0.158,0.075,0.194,0.342,0.668,0.765,NaN,0.309,NaN,0.721,0.293,0.288,0.015,NaN,0.066,0.285,0.549,0.187,0.203,0.422,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,
NaN,0.725,0.288,0.952,NaN,0.057,0.287,0.507,0.324,0.208,0.571,0.286,0.636,NaN,0.467,0.83,0.445,NaN,1.229,0.368,0.875,0.457,0.526,NaN,0.224,0.03,0.123,0.047,0.17,0.122,0.066,0.374,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,
0.828,NaN,NaN,0.873,0.005,0.272,NaN,0.228,0.135,0.021,0.473,0.28,0.042,0.335,NaN,0.413,NaN,NaN,NaN,NaN,0.738,NaN,0.192,0.651,0.188,0.52,0.012,0.196,0.041,0.639,0.174,0.165,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,
0.731,0.44,NaN,0.166,0.002,0.373,NaN,NaN,0.077,0.2,0.657,0.6,0.684,0.359,0.703,0.266,NaN,NaN,NaN,NaN,0.973,0.683,0.376,0.129,0.223,0.341,0.792,0.727,0.856,0.471,0.345,0.666,0.106,0.327,NaN,0.807,,,,,,,,,,,,,,,
0.943,NaN,NaN,1.124,0.096,0.469,0.832,0.595,0.64,0.001,0.626,0.774,0.878,0.789,NaN,0.91,NaN,NaN,NaN,NaN,0.821,0.073,0.967,0.497,0.236,1.257,0.639,0.079,0.163,0.084,0.402,0.455,0.002,0.603,0.998,NaN,,,,,,,,,,,,,,,
NaN,0.503,1.047,0.803,0.339,0.39,0.22,0.553,0.268,0.309,0.606,0.428,0.707,0.208,0.526,0.918,NaN,NaN,NaN,NaN,1.025,NaN,0.369,0.627,0.003,0.76,0.504,0.83,0.226,0.498,0.456,0.194,0.615,0.55,0.545,NaN,,,,,,,,,,,,,,,
NaN,NaN,NaN,0.648,NaN,NaN,0.04,0.151,0.09,0.156,0.412,NaN,NaN,0.326,0.092,NaN,0.108,NaN,NaN,NaN,0.269,NaN,0.306,NaN,0.394,0.329,0.116,0.149,0.058,0.442,0.255,0.336,0.043,0.587,0.09,0.045,,,,,,,,,,,,,,,
0.011,0.569,0.85,NaN,0.005,0.106,0.234,0.477,0.453,0.274,0.449,0.225,NaN,0.385,0.217,0.495,0.202,NaN,NaN,NaN,1.143,0.101,0.548,0.632,0.258,0.622,0.038,0.146,0.222,0.314,0.314,0.411,0.005,0.048,0.134,0.475,,,,,,,,,,,,,,,
