Gene_X,Gene_Y,P-value (exp_vs_XY),P-value adj (exp_vs_XY),P-value (exp_vs_YX),P-value adj (exp_vs_YX),P-value (actual_XY_vs_YX),P-value adj (actual_XY_vs_YX),P-value (exp_vs_average_XY_YX),P-value adj (exp_vs_average_XY_YX),Significant
C2_10540W_A,MSN4,0.7174775199143301,0.9885303562766522,0.9947280157364926,0.9947280157364926,0.6543836716409819,0.7998022653389778,0.7845823467311177,0.9499685313426952,0.0
C2_10540W_A,TPS2,0.02601087564506316,0.3925277597345895,0.6786927975176907,0.82764891959618,0.1865124298190656,0.45205555023943017,0.20184012745555763,0.7298345860424613,0.0
C2_10540W_A,PDE2,0.6417259742230492,0.9885303562766522,,,,,0.6417259742230492,0.8864168670204263,0.0
C2_10540W_A,HSP30,0.9682344022323475,0.9979262013396901,0.30759966442532,0.5530733404115531,0.32302100612535506,0.5610055275028385,0.5020338684501988,0.8042999624050227,0.0
C2_10540W_A,YAK1,0.810376227545277,0.9885303562766522,0.6202356928896595,0.802368396357258,0.5041319600307168,0.6754239909811812,0.9173394828575938,0.978093152245624,0.0
C2_10540W_A,TYE7,0.8037851949643877,0.9885303562766522,0.08751438446639431,0.4131309645236796,0.13520324209324566,0.3866812723866826,0.2684103698690696,0.7484021942340532,0.0
C2_10540W_A,CAT1,0.8110716393307208,0.9885303562766522,0.07300783824605316,0.4131309645236796,0.16607006078895012,0.41663190689157664,0.28467727720776587,0.7484021942340532,0.0
C3_00570C_A,TPK2,0.7735373333865354,0.9885303562766522,0.9863980293130836,0.9924869060372384,0.7068242387527814,0.821755009281689,0.8327281594724756,0.9499685313426952,0.0
C3_00570C_A,RCK2,0.6116243598491073,0.9885303562766522,0.8956632740507986,0.9664599820036173,0.3785021794298133,0.5789213620261789,0.8056446910417331,0.9499685313426952,0.0
C3_00570C_A,EFH1,0.09346231959770697,0.5540980376149771,,,,,0.09346231959770697,0.5432497326616718,0.0
C3_00570C_A,SSN3,0.07944165627088921,0.522139966553405,0.6708102895509053,0.82764891959618,0.036622555725840375,0.32731409179969834,0.3742010971170266,0.7484021942340532,0.0
C3_00570C_A,FGR15,0.013584086072916304,0.32213689830058667,,,,,0.013584086072916304,0.19435692381249484,0.0
C3_00570C_A,SSK1,0.4108058064582258,0.9380053799787345,0.17121063757502142,0.4811609297366981,0.09459728537696238,0.3866812723866826,0.9730885805592626,0.9843602227544886,0.0
C3_00570C_A,TPK1,0.9488128658178594,0.9979262013396901,0.3223433579085739,0.5530733404115531,0.5289286847124496,0.6876072901261844,0.6025056295262924,0.8864168670204263,0.0
C3_00570C_A,PTC1,0.7771931459193225,0.9885303562766522,0.18818269290653009,0.5133235093079185,0.38459810763976926,0.5789213620261789,0.3669074634928363,0.7484021942340532,0.0
